Date,Value,Daily_PnL,Deposits,Total PNL,Cumulative PNL
2/7/2021,10100.08217,-44.53148,,-44.53148,3858.08217
3/7/2021,9819.053002,-281.029168,,-281.029168,3577.053002
4/7/2021,9666.078378,-152.974624,,-152.974624,3424.078378
5/7/2021,9777.078378,111,,111,3535.078378
6/7/2021,10219.01673,441.938352,,441.938352,3977.01673
7/7/2021,10441.01673,222,,222,4199.01673
8/7/2021,10774.01673,333,,333,4532.01673
9/7/2021,10809.40292,35.38619,,35.38619,4567.40292
10/7/2021,10766.21648,-43.18644,,-43.18644,4524.21648
11/7/2021,10697.19053,-69.02595,,-69.02595,4455.19053
12/7/2021,10827.44394,130.25341,,130.25341,4585.44394
13/7/2021,10949.44394,122,,122,4707.44394
14/7/2021,10971.44394,22,,22,4729.44394
15/7/2021,10815.7036,-155.74034,,-155.74034,4573.7036
16/7/2021,10734.46659,-81.23701,,-81.23701,4492.46659
17/7/2021,10734.46659,0,,0,4492.46659
18/7/2021,10947.46659,213,,213,4705.46659
19/7/2021,11218.1721,270.70551,,270.70551,4976.1721
20/7/2021,11559.59479,341.42269,,341.42269,5317.59479
21/7/2021,11488.06742,-71.52737,,-71.52737,5246.06742
22/7/2021,11602.49689,114.42947,,114.42947,5360.49689
23/7/2021,11658.22589,55.729,,55.729,5416.22589
24/7/2021,12349.60295,691.37706,,691.37706,6107.60295
25/7/2021,12613.10993,263.50698,,263.50698,6371.10993
26/7/2021,12562.8739,-50.23603,,-50.23603,6320.8739
27/7/2021,12300.51016,-262.36374,,-262.36374,6058.51016
28/7/2021,11884.25125,-416.25891,,-416.25891,5642.25125
29/7/2021,11916.5771,32.32585,,32.32585,5674.5771
30/7/2021,11721.29558,-195.28152,,-195.28152,5479.29558
31/7/2021,11376.73465,-344.56093,,-344.56093,5134.73465
1/8/2021,11219.05179,-157.68286,,-157.68286,4977.05179
2/8/2021,10970.63633,-248.41546,,-248.41546,4728.63633
3/8/2021,11309.14845,338.51212,,338.51212,5067.14845
4/8/2021,11487.67011,178.52166,,178.52166,5245.67011
5/8/2021,11470.92046,-16.74965,,-16.74965,5228.92046
6/8/2021,11787.36089,316.44043,,316.44043,5545.36089
7/8/2021,11789.85863,2.49774,,2.49774,5547.85863
8/8/2021,11573.20668,-216.65195,,-216.65195,5331.20668
9/8/2021,11903.78459,330.57791,,330.57791,5661.78459
10/8/2021,12015.65493,111.87034,,111.87034,5773.65493
11/8/2021,12237.65493,222,,222,5995.65493
12/8/2021,12177.95489,-59.70004,,-59.70004,5935.95489
13/8/2021,11960.75818,-217.19671,,-217.19671,5718.75818
14/8/2021,13071.75818,1111,,1111,6829.75818
15/8/2021,13255.90359,184.14541,,184.14541,7013.90359
16/8/2021,13660.8825,404.97891,,404.97891,7418.8825
17/8/2021,13321.06809,-339.81441,,-339.81441,7079.06809
18/8/2021,13431.11014,110.04205,,110.04205,7189.11014
19/8/2021,15745.11014,2314,,2314,9503.11014
20/8/2021,15976.11014,231,,231,9734.11014
21/8/2021,15833.40735,-142.70279,,-142.70279,9591.40735
22/8/2021,16054.40735,221,,221,9812.40735
23/8/2021,16050.66371,-3.74364,,-3.74364,9808.66371
24/8/2021,16284.66371,234,,234,10042.66371
25/8/2021,16325.55472,40.89101,,40.89101,10083.55472
26/8/2021,16301.95407,-23.60065,,-23.60065,10059.95407
27/8/2021,16240.47317,-61.4809,,-61.4809,9998.47317
28/8/2021,16046.28291,-194.19026,,-194.19026,9804.28291
29/8/2021,15921.77692,-124.50599,,-124.50599,9679.77692
30/8/2021,16052.4734,130.69648,,130.69648,9810.4734
31/8/2021,16136.58201,84.10861,,84.10861,9894.58201
1/9/2021,16548.58201,412,,412,10306.58201
2/9/2021,16554.79056,6.20855,,6.20855,10312.79056
3/9/2021,16685.05847,130.26791,,130.26791,10443.05847
4/9/2021,16347.98655,-337.07192,,-337.07192,10105.98655
5/9/2021,16435.71992,87.73337,,87.73337,10193.71992
6/9/2021,16656.71992,221,,221,10414.71992
7/9/2021,16748.73457,92.01465,,92.01465,10506.73457
8/9/2021,16594.90465,-153.82992,,-153.82992,10352.90465
9/9/2021,17008.90465,414,,414,10766.90465
10/9/2021,17219.90465,211,,211,10977.90465
11/9/2021,17216.89588,-3.00877,,-3.00877,10974.89588
12/9/2021,17248.13817,31.24229,,31.24229,11006.13817
13/9/2021,17090.09358,-158.04459,,-158.04459,10848.09358
14/9/2021,17180.47286,90.37928,,90.37928,10938.47286
15/9/2021,19494.47286,2314,,2314,13252.47286
16/9/2021,19474.24176,-20.2311,,-20.2311,13232.24176
17/9/2021,19786.24176,312,,312,13544.24176
18/9/2021,20008.24176,222,,222,13766.24176
19/9/2021,20005.48967,-2.75209,,-2.75209,13763.48967
20/9/2021,19873.14943,-132.34024,,-132.34024,13631.14943
21/9/2021,19810.52911,-62.62032,,-62.62032,13568.52911
22/9/2021,19939.1646,128.63549,,128.63549,13697.1646
23/9/2021,19848.57744,-90.58716,,-90.58716,13606.57744
24/9/2021,19954.73538,106.15794,,106.15794,13712.73538
25/9/2021,20176.73538,222,,222,13934.73538
26/9/2021,20239.79531,63.05993,-2500,-2436.94007,11497.79531
27/9/2021,20429.60038,189.80507,,189.80507,11687.60038
28/9/2021,20064.73325,-364.86713,,-364.86713,11322.73325
29/9/2021,19950.05393,-114.67932,,-114.67932,11208.05393
30/9/2021,20016.07878,66.02485,,66.02485,11274.07878
1/10/2021,19980.65523,-35.42355,,-35.42355,11238.65523
2/10/2021,20020.32147,39.66624,,39.66624,11278.32147
3/10/2021,19932.15377,-88.1677,,-88.1677,11190.15377
4/10/2021,19934.72028,2.56651,,2.56651,11192.72028
5/10/2021,19906.06067,-28.65961,,-28.65961,11164.06067
6/10/2021,20047.04513,140.98446,,140.98446,11305.04513
7/10/2021,20071.87888,24.83375,,24.83375,11329.87888
8/10/2021,20107.91673,36.03785,-2000,-1963.96215,9365.91673
9/10/2021,20043.74712,-64.16961,,-64.16961,9301.74712
10/10/2021,19970.48973,-73.25739,,-73.25739,9228.48973
11/10/2021,19905.60511,-64.88462,,-64.88462,9163.60511
12/10/2021,19947.56958,41.96447,,41.96447,9205.56958
13/10/2021,19884.52452,-63.04506,,-63.04506,9142.52452
14/10/2021,19912.94667,28.42215,,28.42215,9170.94667
15/10/2021,20170.55565,257.60898,,257.60898,9428.55565
16/10/2021,20279.93999,109.38434,,109.38434,9537.93999
17/10/2021,20225.25621,-54.68378,,-54.68378,9483.25621
18/10/2021,20381.38549,156.12928,,156.12928,9639.38549
19/10/2021,20313.83083,-67.55466,,-67.55466,9571.83083
20/10/2021,20544.83083,231,,231,9802.83083
21/10/2021,20575.83083,31,,31,9833.83083
22/10/2021,20598.83083,23,,23,9856.83083
23/10/2021,20609.83083,11,,11,9867.83083
24/10/2021,20711.83083,102,,102,9969.83083
25/10/2021,20732.83083,21,,21,9990.83083
26/10/2021,20765.05491,32.22408,,32.22408,10023.05491
27/10/2021,20729.3965,-35.65841,,-35.65841,9987.3965
28/10/2021,20823.75613,94.35963,,94.35963,10081.75613
29/10/2021,20535.51768,-288.23845,,-288.23845,9793.51768
30/10/2021,20555.43582,19.91814,,19.91814,9813.43582
31/10/2021,20638.87825,83.44243,,83.44243,9896.87825
1/11/2021,20451.90878,-186.96947,,-186.96947,9709.90878
2/11/2021,20576.19061,124.28183,,124.28183,9834.19061
3/11/2021,20608.56971,32.3791,,32.3791,9866.56971
4/11/2021,20550.69334,-57.87637,,-57.87637,9808.69334
5/11/2021,20617.69335,67.00001,,67.00001,9875.69335
6/11/2021,20882.97101,265.27766,,265.27766,10140.97101
7/11/2021,20897.75329,14.78228,,14.78228,10155.75329
8/11/2021,20921.13058,23.37729,,23.37729,10179.13058
9/11/2021,20853.02916,-68.10142,,-68.10142,10111.02916
10/11/2021,20736.24681,-116.78235,,-116.78235,9994.24681
11/11/2021,20830.87847,94.63166,-1500,-1405.36834,8588.87847
12/11/2021,20713.91427,-116.9642,,-116.9642,8471.91427
13/11/2021,20714.51813,0.60386,,0.60386,8472.51813
14/11/2021,20647.42189,-67.09624,,-67.09624,8405.42189
15/11/2021,20697.41583,49.99394,,49.99394,8455.41583
16/11/2021,20730.1901,32.77427,,32.77427,8488.1901
17/11/2021,20850.32148,120.13138,,120.13138,8608.32148
18/11/2021,20776.88704,-73.43444,,-73.43444,8534.88704
19/11/2021,20734.77347,-42.11357,,-42.11357,8492.77347
20/11/2021,20605.27299,-129.50048,,-129.50048,8363.27299
21/11/2021,20543.964,-61.30899,,-61.30899,8301.964
22/11/2021,20580.66495,36.70095,,36.70095,8338.66495
23/11/2021,20662.98559,82.32064,,82.32064,8420.98559
24/11/2021,20542.6257,-120.35989,,-120.35989,8300.6257
25/11/2021,20637.45961,94.83391,,94.83391,8395.45961
26/11/2021,20793.36516,155.90555,,155.90555,8551.36516
27/11/2021,20836.92987,43.56471,,43.56471,8594.92987
28/11/2021,21066.70329,229.77342,,229.77342,8824.70329
29/11/2021,20954.22442,-112.47887,,-112.47887,8712.22442
30/11/2021,20783.15413,-171.07029,,-171.07029,8541.15413
1/12/2021,20551.88229,-231.27184,,-231.27184,8309.88229
2/12/2021,20721.10081,169.21852,,169.21852,8479.10081
3/12/2021,20793.65972,72.55891,,72.55891,8551.65972
4/12/2021,20778.30013,-15.35959,,-15.35959,8536.30013
5/12/2021,20805.00099,26.70086,,26.70086,8563.00099
6/12/2021,21027.00099,222,,222,8785.00099
7/12/2021,21315.99821,288.99722,,288.99722,9073.99821
8/12/2021,21324.13931,8.1411,,8.1411,9082.13931
9/12/2021,21329.71055,5.57124,,5.57124,9087.71055
10/12/2021,21415.7596,86.04905,,86.04905,9173.7596
11/12/2021,21470.92386,55.16426,,55.16426,9228.92386
12/12/2021,21492.11547,21.19161,,21.19161,9250.11547
13/12/2021,21376.03497,-116.0805,,-116.0805,9134.03497
14/12/2021,21429.44657,53.4116,,53.4116,9187.44657
15/12/2021,21671.883,242.43643,,242.43643,9429.883
16/12/2021,21851.95775,180.07475,,180.07475,9609.95775
17/12/2021,22075.16976,223.21201,,223.21201,9833.16976
18/12/2021,21986.80049,-88.36927,,-88.36927,9744.80049
19/12/2021,21828.0766,-158.72389,,-158.72389,9586.0766
20/12/2021,21800.07338,-28.00322,,-28.00322,9558.07338
21/12/2021,21798.49048,-1.5829,,-1.5829,9556.49048
22/12/2021,21947.08986,148.59938,,148.59938,9705.08986
23/12/2021,21684.84428,-262.24558,,-262.24558,9442.84428
24/12/2021,21891.41718,206.5729,,206.5729,9649.41718
25/12/2021,21858.29867,-33.11851,,-33.11851,9616.29867
26/12/2021,21786.03686,-72.26181,,-72.26181,9544.03686
27/12/2021,21630.42935,-155.60751,,-155.60751,9388.42935
28/12/2021,21390.14439,-240.28496,,-240.28496,9148.14439
29/12/2021,21490.28159,100.1372,,100.1372,9248.28159
30/12/2021,21491.182,0.90041,-1000,-999.09959,8249.182
31/12/2021,22715.182,1224,,1224,9473.182
1/1/2022,23046.182,331,,331,9804.182
2/1/2022,22996.04354,-50.13846,,-50.13846,9754.04354
3/1/2022,23193.25897,197.21543,,197.21543,9951.25897
4/1/2022,23151.17333,-42.08564,,-42.08564,9909.17333
5/1/2022,22950.65779,-200.51554,,-200.51554,9708.65779
6/1/2022,22912.63224,-38.02555,,-38.02555,9670.63224
7/1/2022,22871.70987,-40.92237,,-40.92237,9629.70987
8/1/2022,22541.88397,-329.8259,,-329.8259,9299.88397
9/1/2022,22528.64428,-13.23969,,-13.23969,9286.64428
10/1/2022,22496.18893,-32.45535,,-32.45535,9254.18893
11/1/2022,22564.23138,68.04245,,68.04245,9322.23138
12/1/2022,22760.50445,196.27307,,196.27307,9518.50445
13/1/2022,22883.46572,122.96127,,122.96127,9641.46572
14/1/2022,22843.29936,-40.16636,,-40.16636,9601.29936
15/1/2022,22704.28053,-139.01883,,-139.01883,9462.28053
16/1/2022,22990.85974,286.57921,,286.57921,9748.85974
17/1/2022,22989.94418,-0.91556,,-0.91556,9747.94418
18/1/2022,22983.463,-6.48118,,-6.48118,9741.463
19/1/2022,22972.32275,-11.14025,,-11.14025,9730.32275
20/1/2022,22988.40397,16.08122,,16.08122,9746.40397
21/1/2022,22962.47944,-25.92453,,-25.92453,9720.47944
22/1/2022,22884.31351,-78.16593,,-78.16593,9642.31351
23/1/2022,22810.85818,-73.45533,,-73.45533,9568.85818
24/1/2022,22799.17406,-11.68412,,-11.68412,9557.17406
25/1/2022,22727.68817,-71.48589,,-71.48589,9485.68817
26/1/2022,22638.02254,-89.66563,,-89.66563,9396.02254
27/1/2022,22642.4895,4.46696,,4.46696,9400.4895
28/1/2022,22606.3136,-36.1759,,-36.1759,9364.3136
29/1/2022,22766.41249,160.09889,,160.09889,9524.41249
30/1/2022,22450.65149,-315.761,,-315.761,9208.65149
31/1/2022,22560.01909,109.3676,,109.3676,9318.01909
1/2/2022,22689.75249,129.7334,,129.7334,9447.75249
2/2/2022,22446.02192,-243.73057,,-243.73057,9204.02192
3/2/2022,22402.39382,-43.6281,,-43.6281,9160.39382
4/2/2022,22356.27468,-46.11914,,-46.11914,9114.27468
5/2/2022,22203.12902,-153.14566,,-153.14566,8961.12902
6/2/2022,22119.27937,-83.84965,,-83.84965,8877.27937
7/2/2022,22005.35106,-113.92831,,-113.92831,8763.35106
8/2/2022,22162.71519,157.36413,,157.36413,8920.71519
9/2/2022,22247.94668,85.23149,,85.23149,9005.94668
10/2/2022,22369.20134,121.25466,,121.25466,9127.20134
11/2/2022,22437.50087,68.29953,,68.29953,9195.50087
12/2/2022,22310.36943,-127.13144,,-127.13144,9068.36943
13/2/2022,22249.76788,-60.60155,,-60.60155,9007.76788
14/2/2022,22292.33043,42.56255,,42.56255,9050.33043
15/2/2022,22160.91579,-131.41464,,-131.41464,8918.91579
16/2/2022,22224.27225,63.35646,,63.35646,8982.27225
17/2/2022,22193.59596,-30.67629,,-30.67629,8951.59596
18/2/2022,22149.88646,-43.7095,,-43.7095,8907.88646
19/2/2022,22212.82991,62.94345,,62.94345,8970.82991
20/2/2022,22250.43177,37.60186,,37.60186,9008.43177
21/2/2022,22207.36481,-43.06696,,-43.06696,8965.36481
22/2/2022,22315.99534,108.63053,,108.63053,9073.99534
23/2/2022,22198.14981,-117.84553,,-117.84553,8956.14981
24/2/2022,22252.60526,54.45545,,54.45545,9010.60526
25/2/2022,22305.65688,53.05162,,53.05162,9063.65688
26/2/2022,22267.14512,-38.51176,,-38.51176,9025.14512
27/2/2022,22293.40611,26.26099,,26.26099,9051.40611
28/2/2022,22158.99335,-134.41276,,-134.41276,8916.99335
1/3/2022,22242.98636,83.99301,,83.99301,9000.98636
2/3/2022,22217.70702,-25.27934,,-25.27934,8975.70702
3/3/2022,22158.92813,-58.77889,,-58.77889,8916.92813
4/3/2022,22255.16335,96.23522,,96.23522,9013.16335
5/3/2022,22177.40535,-77.758,,-77.758,8935.40535
6/3/2022,22032.0767,-145.32865,,-145.32865,8790.0767
7/3/2022,21879.22799,-152.84871,,-152.84871,8637.22799
8/3/2022,21927.53914,48.31115,,48.31115,8685.53914
9/3/2022,21804.92193,-122.61721,,-122.61721,8562.92193
10/3/2022,21952.37117,147.44924,,147.44924,8710.37117
11/3/2022,22407.37117,455,,455,9165.37117
12/3/2022,22547.29372,139.92255,,139.92255,9305.29372
13/3/2022,22560.29263,12.99891,,12.99891,9318.29263
14/3/2022,22545.51643,-14.7762,,-14.7762,9303.51643
15/3/2022,22490.47525,-55.04118,,-55.04118,9248.47525
16/3/2022,22519.84768,29.37243,,29.37243,9277.84768
17/3/2022,22510.54114,-9.30654,,-9.30654,9268.54114
18/3/2022,22602.74801,92.20687,,92.20687,9360.74801
19/3/2022,22607.11004,4.36203,,4.36203,9365.11004
20/3/2022,22614.79153,7.68149,,7.68149,9372.79153
21/3/2022,22575.17328,-39.61825,,-39.61825,9333.17328
22/3/2022,22563.9385,-11.23478,,-11.23478,9321.9385
23/3/2022,22585.77333,21.83483,,21.83483,9343.77333
24/3/2022,22423.71673,-162.0566,,-162.0566,9181.71673
25/3/2022,22301.55345,-122.16328,,-122.16328,9059.55345
26/3/2022,22357.49358,55.94013,,55.94013,9115.49358
27/3/2022,22366.28345,8.78987,,8.78987,9124.28345
28/3/2022,22345.07333,-21.21012,,-21.21012,9103.07333
29/3/2022,22341.02254,-4.05079,,-4.05079,9099.02254
30/3/2022,22364.58082,23.55828,,23.55828,9122.58082
31/3/2022,22313.2957,-51.28512,,-51.28512,9071.2957
1/4/2022,22243.13699,-70.15871,,-70.15871,9001.13699
2/4/2022,22253.59091,10.45392,,10.45392,9011.59091
3/4/2022,22168.69219,-84.89872,,-84.89872,8926.69219
4/4/2022,22195.57255,26.88036,,26.88036,8953.57255
5/4/2022,22054.91861,-140.65394,,-140.65394,8812.91861
6/4/2022,22127.37435,72.45574,,72.45574,8885.37435
7/4/2022,22158.815,31.44065,,31.44065,8916.815
8/4/2022,22173.6604,14.8454,,14.8454,8931.6604
9/4/2022,22245.88141,72.22101,,72.22101,9003.88141
10/4/2022,22375.39834,129.51693,,129.51693,9133.39834
11/4/2022,22455.85262,80.45428,,80.45428,9213.85262
12/4/2022,22289.30985,-166.54277,,-166.54277,9047.30985
13/4/2022,22178.49879,-110.81106,,-110.81106,8936.49879
14/4/2022,22123.88047,-54.61832,,-54.61832,8881.88047
15/4/2022,22120.74201,-3.13846,,-3.13846,8878.74201
16/4/2022,22155.58309,34.84108,,34.84108,8913.58309
17/4/2022,22093.53776,-62.04533,,-62.04533,8851.53776
18/4/2022,22102.71798,9.18022,,9.18022,8860.71798
19/4/2022,22039.65565,-63.06233,,-63.06233,8797.65565
20/4/2022,21988.91276,-50.74289,,-50.74289,8746.91276
21/4/2022,21880.91874,-107.99402,,-107.99402,8638.91874
22/4/2022,21811.56679,-69.35195,,-69.35195,8569.56679
23/4/2022,21715.14869,-96.4181,,-96.4181,8473.14869
24/4/2022,21647.29346,-67.85523,,-67.85523,8405.29346
25/4/2022,21709.52303,62.22957,,62.22957,8467.52303
26/4/2022,21643.5624,-65.96063,,-65.96063,8401.5624
27/4/2022,21805.04563,161.48323,,161.48323,8563.04563
28/4/2022,21833.96549,28.91986,,28.91986,8591.96549
29/4/2022,21842.07793,8.11244,,8.11244,8600.07793
30/4/2022,21778.34899,-63.72894,,-63.72894,8536.34899
1/5/2022,21820.79197,42.44298,,42.44298,8578.79197
2/5/2022,21776.95099,-43.84098,,-43.84098,8534.95099
3/5/2022,21780.65569,3.7047,,3.7047,8538.65569
4/5/2022,21947.84352,167.18783,,167.18783,8705.84352
5/5/2022,21936.11626,-11.72726,,-11.72726,8694.11626
6/5/2022,22013.75592,77.63966,,77.63966,8771.75592
7/5/2022,21956.75314,-57.00278,,-57.00278,8714.75314
8/5/2022,21949.39996,-7.35318,,-7.35318,8707.39996
9/5/2022,22072.29187,122.89191,,122.89191,8830.29187
10/5/2022,22019.71391,-52.57796,,-52.57796,8777.71391
11/5/2022,22149.2918,129.57789,,129.57789,8907.2918
12/5/2022,22199.36746,50.07566,,50.07566,8957.36746
13/5/2022,22149.28024,-50.08722,,-50.08722,8907.28024
14/5/2022,22193.47051,44.19027,,44.19027,8951.47051
15/5/2022,22265.43071,71.9602,,71.9602,9023.43071
16/5/2022,22310.72758,45.29687,,45.29687,9068.72758
17/5/2022,22174.94118,-135.7864,,-135.7864,8932.94118
18/5/2022,22112.32575,-62.61543,,-62.61543,8870.32575
19/5/2022,22088.13292,-24.19283,,-24.19283,8846.13292
20/5/2022,22077.37037,-10.76255,,-10.76255,8835.37037
21/5/2022,22119.44881,42.07844,,42.07844,8877.44881
22/5/2022,22128.02238,8.57357,,8.57357,8886.02238
23/5/2022,22019.40484,-108.61754,,-108.61754,8777.40484
24/5/2022,22042.67329,23.26845,,23.26845,8800.67329
25/5/2022,22083.41946,40.74617,,40.74617,8841.41946
26/5/2022,22120.96323,37.54377,,37.54377,8878.96323
27/5/2022,22199.31459,78.35136,,78.35136,8957.31459
28/5/2022,22260.39691,61.08232,,61.08232,9018.39691
29/5/2022,22292.36473,31.96782,,31.96782,9050.36473
30/5/2022,22281.08934,-11.27539,,-11.27539,9039.08934
31/5/2022,22139.31214,-141.7772,,-141.7772,8897.31214
1/6/2022,22167.55389,28.24175,,28.24175,8925.55389
2/6/2022,22178.64641,11.09252,,11.09252,8936.64641
3/6/2022,22194.83271,16.1863,,16.1863,8952.83271
4/6/2022,22088.06212,-106.77059,,-106.77059,8846.06212
5/6/2022,22000.52084,-87.54128,,-87.54128,8758.52084
6/6/2022,22073.1732,72.65236,,72.65236,8831.1732
7/6/2022,22065.1187,-8.0545,,-8.0545,8823.1187
8/6/2022,22111.59127,46.47257,,46.47257,8869.59127
9/6/2022,22108.63923,-2.95204,,-2.95204,8866.63923
10/6/2022,22105.80114,-2.83809,,-2.83809,8863.80114
11/6/2022,22172.74659,66.94545,,66.94545,8930.74659
12/6/2022,22126.82055,-45.92604,,-45.92604,8884.82055
13/6/2022,22129.10137,2.28082,,2.28082,8887.10137
14/6/2022,22088.10571,-40.99566,,-40.99566,8846.10571
15/6/2022,22049.87942,-38.22629,,-38.22629,8807.87942
16/6/2022,22021.64326,-28.23616,,-28.23616,8779.64326
17/6/2022,22033.19156,11.5483,,11.5483,8791.19156
18/6/2022,21992.48845,-40.70311,,-40.70311,8750.48845
19/6/2022,22079.77552,87.28707,,87.28707,8837.77552
20/6/2022,22006.69442,-73.0811,,-73.0811,8764.69442
21/6/2022,21987.97496,-18.71946,,-18.71946,8745.97496
22/6/2022,21950.87057,-37.10439,,-37.10439,8708.87057
23/6/2022,22050.47123,99.60066,,99.60066,8808.47123
24/6/2022,22060.23182,9.76059,,9.76059,8818.23182
25/6/2022,22133.04383,72.81201,,72.81201,8891.04383
26/6/2022,22012.55482,-120.48901,,-120.48901,8770.55482
27/6/2022,22027.38494,14.83012,,14.83012,8785.38494
28/6/2022,22088.65754,61.2726,,61.2726,8846.65754
29/6/2022,22089.84901,1.19147,,1.19147,8847.84901
30/6/2022,22166.08593,76.23692,,76.23692,8924.08593
1/7/2022,22120.17855,-45.90738,,-45.90738,8878.17855
2/7/2022,22223.88366,103.70511,,103.70511,8981.88366
3/7/2022,22403.24012,179.35646,,179.35646,9161.24012
4/7/2022,22366.41898,-36.82114,,-36.82114,9124.41898
5/7/2022,22323.07689,-43.34209,,-43.34209,9081.07689
6/7/2022,22438.62419,115.5473,,115.5473,9196.62419
7/7/2022,22569.93035,131.30616,,131.30616,9327.93035
8/7/2022,22516.44264,-53.48771,,-53.48771,9274.44264
9/7/2022,22473.05169,-43.39095,,-43.39095,9231.05169
10/7/2022,22442.44946,-30.60223,,-30.60223,9200.44946
11/7/2022,22319.81565,-122.63381,,-122.63381,9077.81565
12/7/2022,22237.81106,-82.00459,,-82.00459,8995.81106
13/7/2022,22151.32587,-86.48519,,-86.48519,8909.32587
14/7/2022,22086.09432,-65.23155,,-65.23155,8844.09432
15/7/2022,22078.36983,-7.72449,,-7.72449,8836.36983
16/7/2022,22091.10065,12.73082,,12.73082,8849.10065
17/7/2022,22204.41365,113.313,,113.313,8962.41365
18/7/2022,22119.4629,-84.95075,,-84.95075,8877.4629
19/7/2022,22190.3205,70.8576,,70.8576,8948.3205
20/7/2022,22168.05284,-22.26766,,-22.26766,8926.05284
21/7/2022,22158.91645,-9.13639,,-9.13639,8916.91645
22/7/2022,22206.59532,47.67887,,47.67887,8964.59532
23/7/2022,22111.64659,-94.94873,,-94.94873,8869.64659
24/7/2022,22135.95293,24.30634,,24.30634,8893.95293
25/7/2022,22143.70733,7.7544,,7.7544,8901.70733
26/7/2022,22176.89435,33.18702,,33.18702,8934.89435
27/7/2022,22194.45839,17.56404,,17.56404,8952.45839
28/7/2022,22384.27294,189.81455,,189.81455,9142.27294
29/7/2022,22324.28554,-59.9874,,-59.9874,9082.28554
30/7/2022,22274.46396,-49.82158,,-49.82158,9032.46396
31/7/2022,22217.99227,-56.47169,,-56.47169,8975.99227
1/8/2022,22168.1139,-49.87837,,-49.87837,8926.1139
2/8/2022,22112.72218,-55.39172,,-55.39172,8870.72218
3/8/2022,22199.15845,86.43627,,86.43627,8957.15845
4/8/2022,22306.93306,107.77461,,107.77461,9064.93306
5/8/2022,22254.12978,-52.80328,,-52.80328,9012.12978
6/8/2022,22181.07893,-73.05085,,-73.05085,8939.07893
7/8/2022,22213.08014,32.00121,,32.00121,8971.08014
8/8/2022,22163.55386,-49.52628,,-49.52628,8921.55386
9/8/2022,22208.02754,44.47368,,44.47368,8966.02754
10/8/2022,22218.91072,10.88318,,10.88318,8976.91072
11/8/2022,22092.00245,-126.90827,,-126.90827,8850.00245
12/8/2022,22205.12678,113.12433,,113.12433,8963.12678
13/8/2022,22343.09326,137.96648,,137.96648,9101.09326
14/8/2022,22286.07011,-57.02315,,-57.02315,9044.07011
15/8/2022,22248.71463,-37.35548,,-37.35548,9006.71463
16/8/2022,22266.49021,17.77558,,17.77558,9024.49021
17/8/2022,22288.34904,21.85883,,21.85883,9046.34904
18/8/2022,22337.05019,48.70115,,48.70115,9095.05019
19/8/2022,22499.80886,162.75867,,162.75867,9257.80886
20/8/2022,22478.21827,-21.59059,,-21.59059,9236.21827
21/8/2022,22402.12,-76.09827,,-76.09827,9160.12
22/8/2022,22278.20538,-123.91462,,-123.91462,9036.20538
23/8/2022,22212.81987,-65.38551,,-65.38551,8970.81987
24/8/2022,22204.83472,-7.98515,,-7.98515,8962.83472
25/8/2022,22342.68076,137.84604,,137.84604,9100.68076
26/8/2022,22293.65259,-49.02817,,-49.02817,9051.65259
27/8/2022,22306.60591,12.95332,,12.95332,9064.60591
28/8/2022,22299.72359,-6.88232,,-6.88232,9057.72359
29/8/2022,22392.4048,92.68121,,92.68121,9150.4048
30/8/2022,22602.52168,210.11688,,210.11688,9360.52168
31/8/2022,22547.72311,-54.79857,,-54.79857,9305.72311
1/9/2022,22497.63815,-50.08496,,-50.08496,9255.63815
2/9/2022,22584.20615,86.568,,86.568,9342.20615
3/9/2022,22640.28893,56.08278,,56.08278,9398.28893
4/9/2022,22805.54909,165.26016,,165.26016,9563.54909
5/9/2022,22856.13647,50.58738,,50.58738,9614.13647
6/9/2022,22813.83191,-42.30456,,-42.30456,9571.83191
7/9/2022,22865.20736,51.37545,,51.37545,9623.20736
8/9/2022,22968.98196,103.7746,,103.7746,9726.98196
9/9/2022,23046.39991,77.41795,,77.41795,9804.39991
10/9/2022,23092.67426,46.27435,,46.27435,9850.67426
11/9/2022,23199.08734,106.41308,,106.41308,9957.08734
12/9/2022,23319.94056,120.85322,,120.85322,10077.94056
13/9/2022,23468.89404,148.95348,,148.95348,10226.89404
14/9/2022,23537.39984,68.5058,,68.5058,10295.39984
15/9/2022,23509.40318,-27.99666,,-27.99666,10267.40318
16/9/2022,23518.9219,9.51872,,9.51872,10276.9219
17/9/2022,23654.79071,135.86881,,135.86881,10412.79071
18/9/2022,23545.86399,-108.92672,,-108.92672,10303.86399
19/9/2022,23582.10718,36.24319,,36.24319,10340.10718
20/9/2022,23526.40272,-55.70446,,-55.70446,10284.40272
21/9/2022,23521.87394,-4.52878,,-4.52878,10279.87394
22/9/2022,23666.42563,144.55169,,144.55169,10424.42563
23/9/2022,23681.80856,15.38293,,15.38293,10439.80856
24/9/2022,23679.29828,-2.51028,,-2.51028,10437.29828
25/9/2022,23502.39384,-176.90444,,-176.90444,10260.39384
26/9/2022,23583.06339,80.66955,,80.66955,10341.06339
27/9/2022,23653.17203,70.10864,,70.10864,10411.17203
28/9/2022,23911.52862,258.35659,,258.35659,10669.52862
29/9/2022,23862.48463,-49.04399,,-49.04399,10620.48463
30/9/2022,23882.23226,19.74763,,19.74763,10640.23226
1/10/2022,23906.00355,23.77129,,23.77129,10664.00355
