ticker,name,sector,industry
CBAN,"Colony Bankcorp, Inc.",Financial Services,Banks - Regional
CLFD,"Clearfield, Inc.",Technology,Communication Equipment
NUTX,Nutex Health Inc.,Healthcare,Medical Care Facilities
ATEX,Anterix Inc.,Communication Services,Telecom Services
HCKT,"The Hackett Group, Inc.",Technology,Information Technology Services
CLDT,Chatham Lodging Trust,Real Estate,REIT - Hotel & Motel
IPI,"Intrepid Potash, Inc.",Basic Materials,Agricultural Inputs
BCML,BayCom Corp,Financial Services,Banks - Regional
LTBR,Lightbridge Corporation,Industrials,Electrical Equipment & Parts
ABX,"Abacus Global Management, Inc.",Financial Services,Insurance - Life
BBBY,"Bed Bath & Beyond, Inc.",,
OEC,Orion S.A.,Basic Materials,Specialty Chemicals
BWFG,"Bankwell Financial Group, Inc.",Financial Services,Banks - Regional
TRC,Tejon Ranch Co.,Industrials,Conglomerates
MGPI,"MGP Ingredients, Inc.",Consumer Defensive,Beverages - Wineries & Distilleries
REAX,The Real Brokerage Inc.,Real Estate,Real Estate Services
ALIT,"Alight, Inc.",Technology,Software - Application
GRND,Grindr Inc.,Technology,Software - Application
VLGEA,"Village Super Market, Inc.",Consumer Defensive,Grocery Stores
HPP,"Hudson Pacific Properties, Inc.",Real Estate,REIT - Office
SLDB,Solid Biosciences Inc.,Healthcare,Biotechnology
NABL,"N-able, Inc.",Technology,Information Technology Services
LAB,Standard BioTools Inc.,Healthcare,Medical Devices
SITC,SITE Centers Corp.,Real Estate,REIT - Retail
ZUMZ,Zumiez Inc.,Consumer Cyclical,Apparel Retail
HVT,"Haverty Furniture Companies, Inc.",Consumer Cyclical,Home Improvement Retail
AVXL,Anavex Life Sciences Corp.,Healthcare,Biotechnology
WEAV,"Weave Communications, Inc.",Healthcare,Health Information Services
PKBK,"Parke Bancorp, Inc.",Financial Services,Banks - Regional
GOGO,Gogo Inc.,Communication Services,Telecom Services
CATX,"Perspective Therapeutics, Inc.",Healthcare,Medical Devices
MGTX,MeiraGTx Holdings plc,Healthcare,Biotechnology
FEIM,"Frequency Electronics, Inc.",Technology,Communication Equipment
MRVI,"Maravai LifeSciences Holdings, Inc.",Healthcare,Biotechnology
BLND,"Blend Labs, Inc.",Technology,Software - Application
NEWT,"NewtekOne, Inc.",Financial Services,Banks - Regional
AVIR,"Atea Pharmaceuticals, Inc.",Healthcare,Biotechnology
SVC,Service Properties Trust,Real Estate,REIT - Hotel & Motel
VNDA,Vanda Pharmaceuticals Inc.,Healthcare,Biotechnology
EB,"Eventbrite, Inc.",Communication Services,Internet Content & Information
FNLC,"The First Bancorp, Inc.",Financial Services,Banks - Regional
MVBF,MVB Financial Corp.,Financial Services,Banks - Regional
EVH,"Evolent Health, Inc.",Healthcare,Health Information Services
PRME,"Prime Medicine, Inc.",Healthcare,Biotechnology
CRNC,Cerence Inc.,Technology,Software - Application
ALLO,"Allogene Therapeutics, Inc.",Healthcare,Biotechnology
RNGR,"Ranger Energy Services, Inc.",Energy,Oil & Gas Equipment & Services
RM,Regional Management Corp.,Financial Services,Credit Services
GRPN,"Groupon, Inc.",Communication Services,Internet Content & Information
HLLY,Holley Inc.,Consumer Cyclical,Auto Parts
TRDA,"Entrada Therapeutics, Inc.",Healthcare,Biotechnology
PDLB,"Ponce Financial Group, Inc.",Financial Services,Banks - Regional
NPB,"Northpointe Bancshares, Inc.",Financial Services,Banks - Regional
ILPT,Industrial Logistics Properties Trust,Real Estate,REIT - Industrial
JACK,Jack in the Box Inc.,Consumer Cyclical,Restaurants
VSTM,"Verastem, Inc.",Healthcare,Biotechnology
NECB,"Northeast Community Bancorp, Inc.",Financial Services,Banks - Regional
VOXR,Vox Royalty Corp.,Basic Materials,Other Precious Metals & Mining
FVR,"FrontView REIT, Inc.",Real Estate,REIT - Diversified
SRTA,"Strata Critical Medical, Inc.",Healthcare,Medical Care Facilities
SB,"Safe Bulkers, Inc.",Industrials,Marine Shipping
PLBC,Plumas Bancorp,Financial Services,Banks - Regional
SWIM,"Latham Group, Inc.",Industrials,Building Products & Equipment
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Consumer Defensive,Grocery Stores
ITIC,Investors Title Company,Financial Services,Insurance - Specialty
RCKT,"Rocket Pharmaceuticals, Inc.",Healthcare,Biotechnology
CDZI,Cadiz Inc.,Utilities,Utilities - Regulated Water
BELFA,Bel Fuse Inc.,Technology,Electronic Components
DGICA,Donegal Group Inc.,Financial Services,Insurance - Property & Casualty
CTGO,"Contango Ore, Inc.",Basic Materials,Gold
NVEC,NVE Corporation,Technology,Semiconductors
FSBW,"FS Bancorp, Inc.",Financial Services,Banks - Regional
TSBK,"Timberland Bancorp, Inc.",Financial Services,Banks - Regional
ISTR,Investar Holding Corporation,Financial Services,Banks - Regional
FSTR,L.B. Foster Company,Industrials,Railroads
AKBA,"Akebia Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
FRST,Primis Financial Corp.,Financial Services,Banks - Regional
IBTA,"Ibotta, Inc.",Technology,Software - Application
ATLC,Atlanticus Holdings Corporation,Financial Services,Credit Services
BYND,"Beyond Meat, Inc.",Consumer Defensive,Packaged Foods
IBEX,IBEX Limited,Technology,Information Technology Services
NWFL,Norwood Financial Corp.,Financial Services,Banks - Regional
ACIC,American Coastal Insurance Corporation,Financial Services,Insurance - Property & Casualty
PBYI,"Puma Biotechnology, Inc.",Healthcare,Biotechnology
EVEX,"Eve Holding, Inc.",Industrials,Aerospace & Defense
GNE,Genie Energy Ltd.,Utilities,Utilities - Regulated Electric
CZFS,"Citizens Financial Services, Inc.",Financial Services,Banks - Regional
ACRS,"Aclaris Therapeutics, Inc.",Healthcare,Biotechnology
KELYA,"Kelly Services, Inc.",Industrials,Staffing & Employment Services
EGHT,"8x8, Inc.",Technology,Software - Application
MPLT,"MapLight Therapeutics, Inc.",Healthcare,Biotechnology
ANGI,Angi Inc.,Communication Services,Internet Content & Information
ONTF,"ON24, Inc.",Technology,Software - Application
GBFH,GBank Financial Holdings Inc.,Financial Services,Banks - Regional
MTRX,Matrix Service Company,Industrials,Engineering & Construction
LOCO,"El Pollo Loco Holdings, Inc.",Consumer Cyclical,Restaurants
RXST,"RxSight, Inc.",Healthcare,Medical Devices
NATH,"Nathan's Famous, Inc.",Consumer Cyclical,Restaurants
ONIT,Onity Group Inc.,Financial Services,Mortgage Finance
MBI,MBIA Inc.,Financial Services,Insurance - Specialty
DMAC,DiaMedica Therapeutics Inc.,Healthcare,Biotechnology
MEC,"Mayville Engineering Company, Inc.",Industrials,Metal Fabrication
KIDS,OrthoPediatrics Corp.,Healthcare,Medical Devices
PCB,PCB Bancorp,Financial Services,Banks - Regional
WSBF,"Waterstone Financial, Inc.",Financial Services,Banks - Regional
HDSN,"Hudson Technologies, Inc.",Basic Materials,Specialty Chemicals
DCTH,"Delcath Systems, Inc.",Healthcare,Medical Devices
ALDX,"Aldeyra Therapeutics, Inc.",Healthcare,Biotechnology
MEI,"Methode Electronics, Inc.",Technology,Electronic Components
GCO,Genesco Inc.,Consumer Cyclical,Apparel Retail
AVNW,"Aviat Networks, Inc.",Technology,Communication Equipment
ATNI,"ATN International, Inc.",Communication Services,Telecom Services
AMCX,AMC Networks Inc.,Communication Services,Entertainment
UPB,"Upstream Bio, Inc.",Healthcare,Biotechnology
DSGR,"Distribution Solutions Group, Inc.",Industrials,Industrial Distribution
ACRE,Ares Commercial Real Estate Corporation,Real Estate,REIT - Mortgage
JOUT,Johnson Outdoors Inc.,Consumer Cyclical,Leisure
SIGA,"SIGA Technologies, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
SATL,Satellogic Inc.,Industrials,Aerospace & Defense
ORGO,Organogenesis Holdings Inc.,Healthcare,Drug Manufacturers - Specialty & Generic
VMD,"Viemed Healthcare, Inc.",Healthcare,Medical Devices
GRNT,"Granite Ridge Resources, Inc.",Energy,Oil & Gas E&P
OOMA,"Ooma, Inc.",Technology,Software - Application
CRSR,"Corsair Gaming, Inc.",Technology,Computer Hardware
ATLO,Ames National Corporation,Financial Services,Banks - Regional
RMR,The RMR Group Inc.,Real Estate,Real Estate Services
FRPH,"FRP Holdings, Inc.",Real Estate,Real Estate Services
MAX,"MediaAlpha, Inc.",Communication Services,Internet Content & Information
QTRX,Quanterix Corporation,Healthcare,Medical Devices
SMC,Summit Midstream Corporation,Energy,Oil & Gas Midstream
PANL,Pangaea Logistics Solutions Ltd.,Industrials,Marine Shipping
WTI,"W&T Offshore, Inc.",Energy,Oil & Gas E&P
CIA,"Citizens, Inc.",Financial Services,Insurance - Life
JRVR,"James River Group Holdings, Inc.",Financial Services,Insurance - Specialty
BH,Biglari Holdings Inc.,Consumer Cyclical,Restaurants
NAGE,"Niagen Bioscience, Inc.",Healthcare,Biotechnology
DDD,3D Systems Corporation,Technology,Computer Hardware
BRBS,"Blue Ridge Bankshares, Inc.",Financial Services,Banks - Regional
NMAX,"Newsmax, Inc.",Communication Services,Broadcasting
PACK,Ranpak Holdings Corp.,Consumer Cyclical,Packaging & Containers
CCRN,"Cross Country Healthcare, Inc.",Healthcare,Medical Care Facilities
BOC,Boston Omaha Corporation,Industrials,Conglomerates
MBCN,Middlefield Banc Corp.,Financial Services,Banks - Regional
RC,Ready Capital Corporation,Real Estate,REIT - Mortgage
OSG,"Octave Specialty Group, Inc.",Financial Services,Insurance - Specialty
RZLT,"Rezolute, Inc.",Healthcare,Biotechnology
MITT,"TPG Mortgage Investment Trust, Inc.",Real Estate,REIT - Mortgage
FTK,"Flotek Industries, Inc.",Energy,Oil & Gas Equipment & Services
PKOH,Park-Ohio Holdings Corp.,Industrials,Specialty Industrial Machinery
BLFY,Blue Foundry Bancorp,Financial Services,Banks - Regional
SPIR,"Spire Global, Inc.",Industrials,Specialty Business Services
CADL,"Candel Therapeutics, Inc.",Healthcare,Biotechnology
HYLN,Hyliion Holdings Corp.,Consumer Cyclical,Auto Parts
DSGN,"Design Therapeutics, Inc.",Healthcare,Biotechnology
MNPR,Monopar Therapeutics Inc.,Healthcare,Biotechnology
XPER,Xperi Inc.,Technology,Software - Application
KFS,Kingsway Financial Services Inc.,Consumer Cyclical,Auto & Truck Dealerships
DBI,Designer Brands Inc.,Consumer Cyclical,Footwear & Accessories
RLGT,"Radiant Logistics, Inc.",Industrials,Integrated Freight & Logistics
TARA,"Protara Therapeutics, Inc.",Healthcare,Biotechnology
INR,"Infinity Natural Resources, Inc.",Energy,Oil & Gas E&P
PUBM,"PubMatic, Inc.",Technology,Software - Application
SPOK,"Spok Holdings, Inc.",Healthcare,Health Information Services
FVCB,"FVCBankcorp, Inc.",Financial Services,Banks - Regional
JMSB,"John Marshall Bancorp, Inc.",Financial Services,Banks - Regional
PINE,"Alpine Income Property Trust, Inc.",Real Estate,REIT - Retail
OPFI,OppFi Inc.,Financial Services,Credit Services
LILA,Liberty Latin America Ltd.,Communication Services,Telecom Services
ASLE,AerSale Corporation,Industrials,Airports & Air Services
BKTI,BK Technologies Corporation,Technology,Communication Equipment
CMTG,"Claros Mortgage Trust, Inc.",Real Estate,REIT - Mortgage
ASPN,"Aspen Aerogels, Inc.",Industrials,Building Products & Equipment
MVIS,"MicroVision, Inc.",Technology,Scientific & Technical Instruments
OVLY,Oak Valley Bancorp,Financial Services,Banks - Regional
SSP,The E.W. Scripps Company,Communication Services,Broadcasting
EOLS,"Evolus, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
NFE,New Fortress Energy Inc.,Energy,Oil & Gas Midstream
LMNR,Limoneira Company,Consumer Defensive,Farm Products
BLZE,"Backblaze, Inc.",Technology,Software - Infrastructure
NKSH,"National Bankshares, Inc.",Financial Services,Banks - Regional
RCKY,"Rocky Brands, Inc.",Consumer Cyclical,Footwear & Accessories
PESI,"Perma-Fix Environmental Services, Inc.",Industrials,Waste Management
ABEO,Abeona Therapeutics Inc.,Healthcare,Biotechnology
BYRN,Byrna Technologies Inc.,Industrials,Aerospace & Defense
CRCT,"Cricut, Inc.",Technology,Computer Hardware
ARDT,"Ardent Health, Inc.",Healthcare,Medical Care Facilities
USNA,"USANA Health Sciences, Inc.",Consumer Defensive,Packaged Foods
CLW,Clearwater Paper Corporation,Basic Materials,Paper & Paper Products
TH,Target Hospitality Corp.,Industrials,Specialty Business Services
TECX,"Tectonic Therapeutic, Inc.",Healthcare,Biotechnology
TLS,Telos Corporation,Technology,Software - Infrastructure
CNDT,Conduent Incorporated,Technology,Information Technology Services
DNUT,"Krispy Kreme, Inc.",Consumer Defensive,Grocery Stores
XPOF,"Xponential Fitness, Inc.",Consumer Cyclical,Leisure
FDBC,"Fidelity D & D Bancorp, Inc.",Financial Services,Banks - Regional
OLPX,"Olaplex Holdings, Inc.",Consumer Cyclical,Specialty Retail
PSFE,Paysafe Limited,Technology,Software - Infrastructure
LCNB,LCNB Corp.,Financial Services,Banks - Regional
SGHT,"Sight Sciences, Inc.",Healthcare,Medical Devices
AURA,"Aura Biosciences, Inc.",Healthcare,Biotechnology
XRX,Xerox Holdings Corporation,Industrials,Business Equipment & Supplies
TG,Tredegar Corporation,Industrials,Metal Fabrication
RPAY,Repay Holdings Corporation,Technology,Software - Infrastructure
XOMA,XOMA Royalty Corporation,Healthcare,Biotechnology
WNEB,"Western New England Bancorp, Inc.",Financial Services,Banks - Regional
CHMG,Chemung Financial Corporation,Financial Services,Banks - Regional
CTRN,"Citi Trends, Inc.",Consumer Cyclical,Apparel Retail
NCMI,"National CineMedia, Inc.",Communication Services,Advertising Agencies
ALCO,"Alico, Inc.",Consumer Defensive,Farm Products
USAU,U.S. Gold Corp.,Basic Materials,Gold
MYFW,"First Western Financial, Inc.",Financial Services,Banks - Regional
PLX,"Protalix BioTherapeutics, Inc.",Healthcare,Biotechnology
CFFI,C&F Financial Corporation,Financial Services,Banks - Regional
PCYO,Pure Cycle Corporation,Utilities,Utilities - Regulated Water
FBLA,"FB Bancorp, Inc.",Financial Services,Banks - Regional
NLOP,Net Lease Office Properties,Real Estate,REIT - Office
TBCH,Turtle Beach Corporation,Technology,Consumer Electronics
INSE,"Inspired Entertainment, Inc.",Consumer Cyclical,Gambling
OPRT,Oportun Financial Corporation,Financial Services,Credit Services
ALMU,"Aeluma, Inc.",Technology,Semiconductors
NEXN,Nexxen International Ltd.,Communication Services,Advertising Agencies
CRDA,BlackRock Credit Strategies Fund,,
KRT,Karat Packaging Inc.,Consumer Cyclical,Packaging & Containers
PDYN,Palladyne AI Corp.,Technology,Software - Infrastructure
ACH,"Accendra Health, Inc.",Healthcare,Medical Distribution
CMRC,"Commerce.com, Inc.",Technology,Software - Application
BMBL,Bumble Inc.,Communication Services,Internet Content & Information
FRAF,Franklin Financial Services Corporation,Financial Services,Banks - Regional
QUAD,"Quad/Graphics, Inc.",Industrials,Specialty Business Services
BSVN,Bank7 Corp.,Financial Services,Banks - Regional
FUNC,First United Corporation,Financial Services,Banks - Regional
JELD,"JELD-WEN Holding, Inc.",Industrials,Building Products & Equipment
VEL,"Velocity Financial, Inc.",Financial Services,Mortgage Finance
WOOF,"Petco Health and Wellness Company, Inc.",Consumer Cyclical,Specialty Retail
SEVN,Seven Hills Realty Trust,Real Estate,REIT - Mortgage
NC,"NACCO Industries, Inc.",Energy,Thermal Coal
HNST,"The Honest Company, Inc.",Consumer Defensive,Household & Personal Products
REFI,"Chicago Atlantic Real Estate Finance, Inc.",Real Estate,REIT - Mortgage
USCB,"USCB Financial Holdings, Inc.",Financial Services,Banks - Regional
WYFI,"WhiteFiber, Inc.",Technology,Software - Application
OSUR,"OraSure Technologies, Inc.",Healthcare,Medical Instruments & Supplies
ATOM,Atomera Incorporated,Technology,Semiconductor Equipment & Materials
SLP,"Simulations Plus, Inc.",Healthcare,Health Information Services
BRCB,"Black Rock Coffee Bar, Inc.",Consumer Cyclical,Restaurants
ARCT,Arcturus Therapeutics Holdings Inc.,Healthcare,Biotechnology
WBTN,WEBTOON Entertainment Inc.,Communication Services,Internet Content & Information
PLTK,Playtika Holding Corp.,Communication Services,Electronic Gaming & Multimedia
TBRG,"TruBridge, Inc.",Healthcare,Health Information Services
PEBK,"Peoples Bancorp of North Carolina, Inc.",Financial Services,Banks - Regional
MASS,908 Devices Inc.,Healthcare,Medical Devices
LENZ,"LENZ Therapeutics, Inc.",Healthcare,Biotechnology
FENC,Fennec Pharmaceuticals Inc.,Healthcare,Biotechnology
BPRN,"Princeton Bancorp, Inc.",Financial Services,Banks - Regional
VUZI,Vuzix Corporation,Technology,Consumer Electronics
KRMD,"KORU Medical Systems, Inc.",Healthcare,Medical Instruments & Supplies
MFIN,Medallion Financial Corp.,Financial Services,Credit Services
RICK,"RCI Hospitality Holdings, Inc.",Consumer Cyclical,Restaurants
LFCR,"Lifecore Biomedical, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
VABK,Virginia National Bankshares Corporation,Financial Services,Banks - Regional
JCAP,"Jefferson Capital, Inc.",Financial Services,Credit Services
MG,"Mistras Group, Inc.",Industrials,Security & Protection Services
CTEV,Claritev Corporation,Healthcare,Health Information Services
RBBN,Ribbon Communications Inc.,Technology,Software - Application
ASUR,"Asure Software, Inc.",Technology,Software - Application
ALTI,"AlTi Global, Inc.",Financial Services,Asset Management
AVR,Anteris Technologies Global Corp.,Healthcare,Medical Instruments & Supplies
KINS,"Kingstone Companies, Inc.",Financial Services,Insurance - Property & Casualty
LDI,"loanDepot, Inc.",Financial Services,Mortgage Finance
FLXS,"Flexsteel Industries, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances"
HRTX,"Heron Therapeutics, Inc.",Healthcare,Biotechnology
FHTX,Foghorn Therapeutics Inc.,Healthcare,Biotechnology
III,"Information Services Group, Inc.",Technology,Information Technology Services
MRBK,Meridian Corporation,Financial Services,Banks - Regional
LE,"Lands' End, Inc.",Consumer Cyclical,Apparel Retail
SNDA,"Sonida Senior Living, Inc.",Healthcare,Medical Care Facilities
STRS,Stratus Properties Inc.,Real Estate,Real Estate - Diversified
CHRS,"Coherus Oncology, Inc.",Healthcare,Biotechnology
FCCO,First Community Corporation,Financial Services,Banks - Regional
TNXP,Tonix Pharmaceuticals Holding Corp.,Healthcare,Biotechnology
NXDT,NexPoint Diversified Real Estate Trust,Real Estate,REIT - Diversified
TOI,"The Oncology Institute, Inc.",Healthcare,Medical Care Facilities
HUMA,"Humacyte, Inc.",Healthcare,Biotechnology
WEYS,"Weyco Group, Inc.",Consumer Cyclical,Footwear & Accessories
LOVE,The Lovesac Company,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
EVC,Entravision Communications Corporation,Communication Services,Advertising Agencies
SNWV,"SANUWAVE Health, Inc.",Healthcare,Medical Devices
POWW,Outdoor Holding Company,Industrials,Aerospace & Defense
NGNE,Neurogene Inc.,Healthcare,Biotechnology
VTEX,VTEX,Technology,Software - Application
FNKO,"Funko, Inc.",Consumer Cyclical,Leisure
BETR,Better Home & Finance Holding Company,Financial Services,Mortgage Finance
IMMR,Immersion Corporation,Technology,Software - Application
JAKK,"JAKKS Pacific, Inc.",Consumer Cyclical,Leisure
OABI,"OmniAb, Inc.",Healthcare,Biotechnology
SKYH,Sky Harbour Group Corporation,Real Estate,Real Estate - Development
DOUG,Douglas Elliman Inc.,Real Estate,Real Estate Services
WEST,Westrock Coffee Company,Consumer Defensive,Packaged Foods
FC,Franklin Covey Co.,Consumer Defensive,Education & Training Services
BHR,Braemar Hotels & Resorts Inc.,Real Estate,REIT - Hotel & Motel
EWCZ,"European Wax Center, Inc.",Consumer Defensive,Household & Personal Products
LNKB,"LINKBANCORP, Inc.",Financial Services,Banks - Regional
CMDB,Costamare Bulkers Holdings Limited,Industrials,Marine Shipping
FXNC,First National Corporation,Financial Services,Banks - Regional
TSSI,"TSS, Inc.",Technology,Information Technology Services
BOOM,DMC Global Inc.,Industrials,Conglomerates
PAL,"Proficient Auto Logistics, Inc.",Industrials,Integrated Freight & Logistics
INBK,First Internet Bancorp,Financial Services,Banks - Regional
GCBC,"Greene County Bancorp, Inc.",Financial Services,Banks - Regional
ESOA,Energy Services of America Corporation,Industrials,Engineering & Construction
BRT,BRT Apartments Corp.,Real Estate,REIT - Residential
VIA,"Via Transportation, Inc.",Technology,Software - Application
ACDC,ProFrac Holding Corp.,Energy,Oil & Gas Equipment & Services
SMHI,SEACOR Marine Holdings Inc.,Industrials,Marine Shipping
EDIT,"Editas Medicine, Inc.",Healthcare,Biotechnology
PBFS,"Pioneer Bancorp, Inc.",Financial Services,Banks - Regional
CRMT,"America's Car-Mart, Inc.",Consumer Cyclical,Auto & Truck Dealerships
VYGR,"Voyager Therapeutics, Inc.",Healthcare,Biotechnology
LEGH,Legacy Housing Corporation,Consumer Cyclical,Residential Construction
OPBK,OP Bancorp,Financial Services,Banks - Regional
GLSI,"Greenwich LifeSciences, Inc.",Healthcare,Biotechnology
CMT,"Core Molding Technologies, Inc.",Basic Materials,Specialty Chemicals
PRTH,"Priority Technology Holdings, Inc.",Technology,Software - Infrastructure
ALEC,"Alector, Inc.",Healthcare,Biotechnology
MPTI,"M-tron Industries, Inc.",Technology,Electronic Components
UIS,Unisys Corporation,Technology,Information Technology Services
FCAP,"First Capital, Inc.",Financial Services,Banks - Regional
RELL,"Richardson Electronics, Ltd.",Technology,Electronic Components
EGAN,eGain Corporation,Technology,Software - Application
INNV,InnovAge Holding Corp.,Healthcare,Medical Care Facilities
LRMR,"Larimar Therapeutics, Inc.",Healthcare,Biotechnology
BNTC,Benitec Biopharma Inc.,Healthcare,Biotechnology
ELMD,"Electromed, Inc.",Healthcare,Medical Devices
AARD,"Aardvark Therapeutics, Inc.",Healthcare,Biotechnology
NNOX,Nano-X Imaging Ltd.,Healthcare,Medical Devices
OVBC,Ohio Valley Banc Corp.,Financial Services,Banks - Regional
HWBK,"Hawthorn Bancshares, Inc.",Financial Services,Banks - Regional
BBCP,"Concrete Pumping Holdings, Inc.",Industrials,Engineering & Construction
QSI,Quantum-Si incorporated,Healthcare,Medical Devices
UTMD,"Utah Medical Products, Inc.",Healthcare,Medical Instruments & Supplies
RMNI,"Rimini Street, Inc.",Technology,Software - Application
SKYX,SKYX Platforms Corp.,Industrials,Electrical Equipment & Parts
EVCM,EverCommerce Inc.,Technology,Software - Infrastructure
FATE,"Fate Therapeutics, Inc.",Healthcare,Biotechnology
SAMG,Silvercrest Asset Management Group Inc.,Financial Services,Asset Management
BKKT,"Bakkt, Inc.",Technology,Software - Infrastructure
RGCO,"RGC Resources, Inc.",Utilities,Utilities - Regulated Gas
RSVR,"Reservoir Media, Inc.",Communication Services,Entertainment
LPRO,Open Lending Corporation,Financial Services,Credit Services
NRC,National Research Corporation,Healthcare,Health Information Services
SNBR,Sleep Number Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
MDWD,MediWound Ltd.,Healthcare,Biotechnology
THRY,"Thryv Holdings, Inc.",Technology,Software - Application
BCBP,"BCB Bancorp, Inc.",Financial Services,Banks - Regional
SEG,Seaport Entertainment Group Inc.,Real Estate,Real Estate Services
HBB,Hamilton Beach Brands Holding Company,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
AMBQ,"Ambiq Micro, Inc.",Technology,Semiconductors
CURI,CuriosityStream Inc.,Communication Services,Broadcasting
ALTG,Alta Equipment Group Inc.,Industrials,Rental & Leasing Services
KRO,"Kronos Worldwide, Inc.",Basic Materials,Specialty Chemicals
EFSI,"Eagle Financial Services, Inc.",Financial Services,Banks - Regional
DSP,Viant Technology Inc.,Technology,Software - Application
OPRX,OptimizeRx Corporation,Healthcare,Health Information Services
MPAA,"Motorcar Parts of America, Inc.",Consumer Cyclical,Auto Parts
INGN,"Inogen, Inc.",Healthcare,Medical Devices
CD,Chaince Digital Holdings Inc.,Financial Services,Capital Markets
BVFL,"BV Financial, Inc.",Financial Services,Banks - Regional
AII,"American Integrity Insurance Group, Inc.",Financial Services,Insurance - Property & Casualty
INSG,Inseego Corp.,Technology,Communication Equipment
TTGT,"TechTarget, Inc.",Technology,Information Technology Services
BNED,"Barnes & Noble Education, Inc.",Consumer Cyclical,Specialty Retail
AVD,American Vanguard Corporation,Basic Materials,Agricultural Inputs
KLC,"KinderCare Learning Companies, Inc.",Consumer Defensive,Education & Training Services
PXED,"Phoenix Education Partners, Inc.",Consumer Defensive,Education & Training Services
ESCA,"Escalade, Incorporated",Consumer Cyclical,Leisure
ZIP,"ZipRecruiter, Inc.",Communication Services,Internet Content & Information
EBMT,"Eagle Bancorp Montana, Inc.",Financial Services,Banks - Regional
CBK,"Commercial Bancgroup, Inc.",Financial Services,Banks - Regional
GENC,"Gencor Industries, Inc.",Industrials,Farm & Heavy Construction Machinery
MNSB,"MainStreet Bancshares, Inc.",Financial Services,Banks - Regional
CZWI,"Citizens Community Bancorp, Inc.",Financial Services,Banks - Regional
NREF,"NexPoint Real Estate Finance, Inc.",Real Estate,REIT - Mortgage
RMAX,"RE/MAX Holdings, Inc.",Real Estate,Real Estate Services
ACTG,Acacia Research Corporation,Industrials,Business Equipment & Supplies
HPK,"HighPeak Energy, Inc.",Energy,Oil & Gas E&P
ONEW,OneWater Marine Inc.,Consumer Cyclical,Specialty Retail
ELDN,"Eledon Pharmaceuticals, Inc.",Healthcare,Biotechnology
FINW,FinWise Bancorp,Financial Services,Banks - Regional
CFBK,CF Bankshares Inc.,Financial Services,Banks - Regional
DOMO,"Domo, Inc.",Technology,Software - Application
HCAT,"Health Catalyst, Inc.",Healthcare,Health Information Services
KLTR,"Kaltura, Inc.",Technology,Software - Application
JILL,"J.Jill, Inc.",Consumer Cyclical,Apparel Retail
KGEI,Kolibri Global Energy Inc.,Energy,Oil & Gas E&P
BALY,Bally's Corporation,Consumer Cyclical,Resorts & Casinos
ANIK,"Anika Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
AGL,"agilon health, inc.",Healthcare,Medical Care Facilities
RGP,"Resources Connection, Inc.",Industrials,Consulting Services
CBFV,"CB Financial Services, Inc.",Financial Services,Banks - Regional
JYNT,The Joint Corp.,Healthcare,Medical Care Facilities
LUCD,Lucid Diagnostics Inc.,Healthcare,Medical Devices
EPM,Evolution Petroleum Corporation,Energy,Oil & Gas E&P
NVCT,"Nuvectis Pharma, Inc.",Healthcare,Biotechnology
MDV,"Modiv Industrial, Inc.",Real Estate,REIT - Industrial
ACU,Acme United Corporation,Consumer Defensive,Household & Personal Products
LZM,Lifezone Metals Limited,Basic Materials,Other Industrial Metals & Mining
STXS,"Stereotaxis, Inc.",Healthcare,Medical Instruments & Supplies
TLSI,"TriSalus Life Sciences, Inc.",Healthcare,Medical Devices
MLP,"Maui Land & Pineapple Company, Inc.",Real Estate,Real Estate Services
SNFCA,Security National Financial Corporation,Financial Services,Insurance - Life
PAYS,"Paysign, Inc.",Technology,Software - Infrastructure
MED,"Medifast, Inc.",Consumer Cyclical,Personal Services
TBI,"TrueBlue, Inc.",Industrials,Staffing & Employment Services
ASIC,Ategrity Specialty Insurance Company Holdings,Financial Services,Insurance - Property & Casualty
TCX,Tucows Inc.,Technology,Software - Infrastructure
SLQT,"SelectQuote, Inc.",Financial Services,Insurance Brokers
KULR,"KULR Technology Group, Inc.",Technology,Electronic Components
ARQ,"Arq, Inc.",Industrials,Pollution & Treatment Controls
LFMD,"LifeMD, Inc.",Healthcare,Health Information Services
AOMR,"Angel Oak Mortgage REIT, Inc.",Real Estate,REIT - Mortgage
FOA,Finance of America Companies Inc.,Financial Services,Credit Services
STRZ,Starz Entertainment Corp.,Communication Services,Entertainment
SGC,"Superior Group of Companies, Inc.",Consumer Cyclical,Apparel Manufacturing
LWAY,"Lifeway Foods, Inc.",Consumer Defensive,Packaged Foods
DERM,Journey Medical Corporation,Healthcare,Drug Manufacturers - Specialty & Generic
SKIN,The Beauty Health Company,Consumer Defensive,Household & Personal Products
